"","workerData","model","softness","obedience","alpha","kl_factor","type","cross_validated","Nr"
"268",0.116744897959184,0.124102040816326,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"269",0.112816326530612,0.134316326530612,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"270",0.132632352941176,0.112676470588235,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"271",0.163573529411765,0.166485294117647,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"272",0.141205882352941,0.112676470588235,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"273",0.146632352941176,0.166485294117647,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"274",0.131029411764706,0.137588235294118,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"275",0.130176470588235,0.137588235294118,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"276",0.154705882352941,0.166485294117647,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"277",0.141422330097087,0.143868932038835,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"278",0.203553398058252,0.189398058252427,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"279",0.132684466019417,0.143868932038835,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"280",0.18,0.189398058252427,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"281",0.136004854368932,0.143868932038835,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"282",0.206174757281553,0.189398058252427,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"283",0.177387755102041,0.150357142857143,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"284",0.146826530612245,0.188816326530612,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"285",0.160795918367347,0.150357142857143,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"286",0.167622448979592,0.188816326530612,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"287",0.180551020408163,0.147826530612245,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"288",0.166581632653061,0.173948979591837,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"289",0.146972602739726,0.126328767123288,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"290",0.148794520547945,0.151260273972603,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"291",0.178219178082192,0.126328767123288,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"292",0.135369863013699,0.151260273972603,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"293",0.110013698630137,0.142109589041096,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"294",0.143958904109589,0.151260273972603,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"295",0.136643835616438,0.151260273972603,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"296",0.152028571428571,0.138857142857143,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"297",0.181057142857143,0.194742857142857,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"298",0.154457142857143,0.138857142857143,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"299",0.184628571428571,0.194742857142857,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"300",0.174457142857143,0.194742857142857,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"301",0.153,0.138857142857143,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"302",0.29259375,0.117875,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"303",0.1078125,0.147,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"304",0.11565625,0.147,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"305",0.1263125,0.147,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"306",0.1128125,0.147,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"307",0.12384375,0.147,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"308",0.120875,0.147,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"309",0.161243902439024,0.124382113821138,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"310",0.176910569105691,0.175975609756098,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"311",0.15990243902439,0.171512195121951,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"312",0.186934959349593,0.181975609756098,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"313",0.151154471544715,0.173772357723577,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"314",0.163617886178862,0.172154471544715,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"315",0.213858974358974,0.154269230769231,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"316",0.138487179487179,0.204884615384615,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"317",0.254102564102564,0.218038461538462,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"318",0.159538461538461,0.204884615384615,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"319",0.233961538461539,0.218038461538462,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"320",0.205265306122449,0.160132653061225,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"321",0.179775510204082,0.184887755102041,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"322",0.210530612244898,0.235102040816326,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"323",0.187908163265306,0.184887755102041,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"324",0.216469387755102,0.235102040816326,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"325",0.199294117647059,0.150117647058824,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"326",0.181852941176471,0.150117647058824,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"327",0.212647058823529,0.233264705882353,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"328",0.215411764705882,0.233264705882353,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"329",0.190735294117647,0.233264705882353,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"330",0.201614457831325,0.196903614457831,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"331",0.207819277108434,0.196903614457831,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"332",0.285313253012048,0.298831325301205,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"333",0.305216867469879,0.307253012048193,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"334",0.326223140495867,0.332999999999999,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"335",0.344413223140495,0.332999999999999,"0","individually_opt",1,"individually_opt","fullRSA","no",4
"336",0.328743801652892,0.332999999999999,"0","individually_opt",1,"individually_opt","fullRSA","no",4
